,time1,raised1,time2,raised2,shares,time3,raised3,shares2
725,,,,,,2017-08-30 11:57:06.879314,"<span class=""_191t _50f5"">Mark has raised $289,970 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,983 shares"
726,,,,,,2017-08-30 11:58:41.625506,"<span class=""_191t _50f5"">Mark has raised $290,090 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,987 shares"
727,,,,,,2017-08-30 12:00:08.665931,"<span class=""_191t _50f5"">Mark has raised $290,530 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","15,988 shares"
728,,,,,,2017-08-30 12:01:40.839928,"<span class=""_191t _50f5"">Mark has raised $290,875 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,001 shares"
729,,,,,,2017-08-30 12:03:02.150101,"<span class=""_191t _50f5"">Mark has raised $290,895 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,005 shares"
730,,,,,,2017-08-30 12:04:48.691716,"<span class=""_191t _50f5"">Mark has raised $291,065 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,016 shares"
731,,,,,,2017-08-30 12:06:31.893341,"<span class=""_191t _50f5"">Mark has raised $291,485 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,016 shares"
732,,,,,,2017-08-30 12:08:13.934920,"<span class=""_191t _50f5"">Mark has raised $291,620 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,018 shares"
733,,,,,,2017-08-30 12:09:47.406843,"<span class=""_191t _50f5"">Mark has raised $291,790 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,021 shares"
734,,,,,,2017-08-30 12:11:11.863185,"<span class=""_191t _50f5"">Mark has raised $291,900 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,027 shares"
735,,,,,,2017-08-30 12:12:50.610770,"<span class=""_191t _50f5"">Mark has raised $292,140 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,034 shares"
736,,,,,,2017-08-30 12:14:28.790322,"<span class=""_191t _50f5"">Mark has raised $292,140 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,035 shares"
737,,,,,,2017-08-30 12:15:56.497797,"<span class=""_191t _50f5"">Mark has raised $292,370 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,038 shares"
738,,,,,,2017-08-30 12:17:19.272011,"<span class=""_191t _50f5"">Mark has raised $292,540 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,044 shares"
739,,,,,,2017-08-30 12:18:50.234075,"<span class=""_191t _50f5"">Mark has raised $292,710 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,046 shares"
740,,,,,,2017-08-30 12:20:37.674458,"<span class=""_191t _50f5"">Mark has raised $292,855 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,048 shares"
741,,,,,,2017-08-30 12:22:12.510113,"<span class=""_191t _50f5"">Mark has raised $292,935 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,050 shares"
742,,,,,,2017-08-30 12:23:43.080180,"<span class=""_191t _50f5"">Mark has raised $293,045 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,050 shares"
743,,,,,,2017-08-30 12:25:12.774354,"<span class=""_191t _50f5"">Mark has raised $293,105 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,052 shares"
744,,,,,,2017-08-30 12:26:33.285826,"<span class=""_191t _50f5"">Mark has raised $293,125 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,057 shares"
745,,,,,,2017-08-30 12:28:02.813558,"<span class=""_191t _50f5"">Mark has raised $293,125 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,062 shares"
746,,,,,,2017-08-30 12:29:49.286186,"<span class=""_191t _50f5"">Mark has raised $293,275 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,070 shares"
747,,,,,,2017-08-30 12:31:18.579349,"<span class=""_191t _50f5"">Mark has raised $293,525 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,072 shares"
748,,,,,,2017-08-30 12:32:50.085490,"<span class=""_191t _50f5"">Mark has raised $293,665 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,076 shares"
749,,,,,,2017-08-30 12:34:24.892835,"<span class=""_191t _50f5"">Mark has raised $293,755 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,079 shares"
750,,,,,,2017-08-30 12:35:59.748899,"<span class=""_191t _50f5"">Mark has raised $293,801 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,086 shares"
751,,,,,,2017-08-30 12:37:53.096418,"<span class=""_191t _50f5"">Mark has raised $294,051 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,089 shares"
752,,,,,,2017-08-30 12:39:41.701285,"<span class=""_191t _50f5"">Mark has raised $294,251 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,092 shares"
753,,,,,,2017-08-30 12:41:15.585801,"<span class=""_191t _50f5"">Mark has raised $294,271 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,091 shares"
754,,,,,,2017-08-30 12:42:42.721969,"<span class=""_191t _50f5"">Mark has raised $294,351 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,095 shares"
755,,,,,,2017-08-30 12:44:17.228640,"<span class=""_191t _50f5"">Mark has raised $294,371 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,098 shares"
756,,,,,,2017-08-30 12:46:07.928126,"<span class=""_191t _50f5"">Mark has raised $294,476 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,100 shares"
757,,,,,,2017-08-30 12:47:38.524973,"<span class=""_191t _50f5"">Mark has raised $294,601 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,101 shares"
758,,,,,,2017-08-30 12:49:28.915762,"<span class=""_191t _50f5"">Mark has raised $294,651 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,106 shares"
759,,,,,,2017-08-30 12:51:22.898601,"<span class=""_191t _50f5"">Mark has raised $294,731 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,108 shares"
760,,,,,,2017-08-30 12:52:58.954419,"<span class=""_191t _50f5"">Mark has raised $295,131 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,112 shares"
761,,,,,,2017-08-30 12:54:46.624945,"<span class=""_191t _50f5"">Mark has raised $295,186 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,129 shares"
762,,,,,,2017-08-30 13:00:29.821969,"<span class=""_191t _50f5"">Mark has raised $295,256 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,132 shares"
763,,,,,,2017-08-30 13:02:23.754192,"<span class=""_191t _50f5"">Mark has raised $295,696 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,137 shares"
764,,,,,,2017-08-30 13:04:01.858812,"<span class=""_191t _50f5"">Mark has raised $295,776 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,147 shares"
765,,,,,,2017-08-30 13:05:32.449883,"<span class=""_191t _50f5"">Mark has raised $296,016 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,150 shares"
766,,,,,,2017-08-30 13:07:14.875626,"<span class=""_191t _50f5"">Mark has raised $296,236 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,152 shares"
767,,,,,,2017-08-30 13:08:40.696555,"<span class=""_191t _50f5"">Mark has raised $296,286 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,158 shares"
768,,,,,,2017-08-30 13:10:30.866905,"<span class=""_191t _50f5"">Mark has raised $296,391 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,166 shares"
769,,,,,,2017-08-30 13:12:16.957802,"<span class=""_191t _50f5"">Mark has raised $296,591 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,169 shares"
770,,,,,,2017-08-30 13:14:14.811544,"<span class=""_191t _50f5"">Mark has raised $296,917 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,174 shares"
771,,,,,,2017-08-30 13:15:52.059347,"<span class=""_191t _50f5"">Mark has raised $297,297 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,182 shares"
772,,,,,,2017-08-30 13:17:39.006025,"<span class=""_191t _50f5"">Mark has raised $297,377 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,186 shares"
773,,,,,,2017-08-30 13:19:19.684459,"<span class=""_191t _50f5"">Mark has raised $297,487 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,192 shares"
774,,,,,,2017-08-30 13:21:08.387012,"<span class=""_191t _50f5"">Mark has raised $297,532 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,195 shares"
775,,,,,,2017-08-30 13:22:59.936242,"<span class=""_191t _50f5"">Mark has raised $297,552 for <b><a data-hovercard=""/ajax/hovercard/hovercard.php?id=1192850004150047"" data-hovercard-prefer-more-content-show=""1"" href=""https://www.facebook.com/funds4disaster/"">Center for Disaster Philanthropy</a></b>.</span>","16,198 shares"
